study,model,configuration,algorithm,system_backend,direct_solver,direct_rcond,manufactured_solution,activation_power,ritz_degree,N,Q,K,nu,repeats,hyperparameters,ritz_ratio_mean,ritz_ratio_std,projection_samples_mean,projection_samples_std,projection_gram_residual_mean,projection_gram_residual_std,boundary_residual_mean,boundary_residual_std,validation_score_mean,validation_score_std,parameter_covering_radius_mean,parameter_covering_radius_std,parameter_separation_mean,parameter_separation_std,r_c_mean,r_c_std,r_e_mean,r_e_std,abs_u_mean,abs_u_std,abs_M_mean,abs_M_std,wall_time_mean,wall_time_std,rank_mean,rank_std,columns_mean,columns_std,condition_estimate_mean,condition_estimate_std,w_h2_error_mean,w_h2_error_std,M_hdivdiv_error_mean,M_hdivdiv_error_std,coefficient_ball_active_mean,coefficient_ball_active_std,coefficient_norm_mean,coefficient_norm_std
q,plate,Qratio-1,ball,direct,streaming_tsqr,1e-14,trig,7,7,400,401,841,0.3,10,"[100000.0, 100000.0, 100000.0, 100000.0, 100000.0, 100000.0, 100000.0, 100000.0, 100000.0, 100000.0]",2.0,0.0,3364.0,0.0,3.636145263334217e-15,1.352180246036575e-15,0.0,0.0,0.011314407108852993,0.005375370973681042,0.1764912388367556,0.0,0.035192119255476564,7.314236392868128e-18,0.002150344464928813,0.0017992745759458878,0.011278418839993082,0.005378064955121905,1.520581952156212e-06,7.595061412629446e-07,0.0001422690700322083,0.00012879453185380237,0.4496678562980378,0.009807367166483904,1184.2,10.768266135063506,1604.0,0.0,98472375989627.52,707627621663.0414,0.0008071496079465844,0.0003329313705978042,0.011279805793543613,0.005378466004167806,1.0,0.0,2496.880850305681,9.603674633360734e-06
q,plate,Qratio-1,ridge,direct,streaming_tsqr,1e-14,trig,7,7,400,401,841,0.3,10,"[1e-10, 1e-10, 1e-12, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10]",2.0,0.0,3364.0,0.0,3.636145263334217e-15,1.352180246036575e-15,0.0,0.0,0.00757342737694258,0.005420786746741884,0.1764912388367556,0.0,0.035192119255476564,7.314236392868128e-18,0.005509529797987157,0.002429362656347965,0.0073600258441376114,0.005484384361304769,2.2722841981474836e-06,7.948253436166249e-07,0.0004335701066622278,0.00020027168603667145,0.11727205299539492,0.0085653801577694,599.6,121.44061191472242,1604.0,0.0,108777204058.63669,312647595863.5241,0.0014422782885583519,0.0005370316067042499,0.007377372885504709,0.00548118552521681,1.0,0.0,1871.9105524102554,1441.6308843737615
q,plate,Qratio-1,tsvd,direct,streaming_tsqr,1e-14,trig,7,7,400,401,841,0.3,10,"[1e-10, 1e-10, 1e-12, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10]",2.0,0.0,3364.0,0.0,3.636145263334217e-15,1.352180246036575e-15,0.0,0.0,0.008474352120036097,0.008394210354028242,0.1764912388367556,0.0,0.035192119255476564,7.314236392868128e-18,0.005058901490509865,0.0021136118256754213,0.008296733584883389,0.008446711250401546,1.9856922516298955e-06,6.010745787147743e-07,0.0003873259571561049,0.00017001719903710134,0.11883159959106707,0.008605305751707803,599.6,121.44061191472242,1604.0,0.0,108777204058.63669,312647595863.5241,0.0013824092288692604,0.00033048086101229924,0.008309274220406556,0.008444592261834492,0.0,0.0,1924.9439987601836,1551.1928880837925
q,plate,Qratio-2,ball,direct,streaming_tsqr,1e-14,trig,7,7,400,802,841,0.3,10,"[100000.0, 100000.0, 100000.0, 100000.0, 100000.0, 100000.0, 100000.0, 100000.0, 100000.0, 100000.0]",2.0,0.0,3364.0,0.0,3.636145263334217e-15,1.352180246036575e-15,0.0,0.0,0.003236921587030501,0.0025681609288869907,0.1764912388367556,0.0,0.035192119255476564,7.314236392868128e-18,0.00025693128942704874,6.1212906745161e-05,0.003229468398542572,0.00257168279886376,3.4673919768453893e-07,1.3146949302159393e-07,1.4590735926106447e-05,3.5139401968259864e-06,0.5649211856973124,0.025194272390871714,1288.0,8.576453553512405,1604.0,0.0,98651299403618.05,813560708194.5732,0.00017625465382777828,3.2637274987864415e-05,0.0032295129506838293,0.0025716690251227285,1.0,0.0,2496.880848867858,9.061291261621768e-06
q,plate,Qratio-2,ridge,direct,streaming_tsqr,1e-14,trig,7,7,400,802,841,0.3,10,"[1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 1e-12, 1e-10, 1e-10, 1e-10, 1e-10]",2.0,0.0,3364.0,0.0,3.636145263334217e-15,1.352180246036575e-15,0.0,0.0,0.0014508387131274962,0.00031988438128773645,0.1764912388367556,0.0,0.035192119255476564,7.314236392868128e-18,0.0012915527631081566,0.000680411710395077,0.0013526599919368603,0.0002965434766714115,5.140300923488796e-07,2.138557588244882e-07,9.82806934351602e-05,5.40936179488107e-05,0.21639977939485106,0.011367551971090593,632.0,136.43394820286562,1604.0,0.0,106837390866.88509,306465946504.19354,0.0004881374449807696,0.00020908358071018433,0.0013571729029647622,0.00029666216794373184,1.0,0.0,1857.5703990785867,1317.9521469551808
q,plate,Qratio-2,tsvd,direct,streaming_tsqr,1e-14,trig,7,7,400,802,841,0.3,10,"[1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 1e-12, 1e-12, 1e-10, 1e-10, 1e-10]",2.0,0.0,3364.0,0.0,3.636145263334217e-15,1.352180246036575e-15,0.0,0.0,0.0016663531978159788,0.0004862508506198638,0.1764912388367556,0.0,0.035192119255476564,7.314236392868128e-18,0.0011410005164329442,0.0007932703093968635,0.0015947933825589573,0.0004999769900991855,4.902472157295064e-07,2.2304790831292484e-07,8.348559913724576e-05,6.145919206631834e-05,0.21825145199836699,0.010974287119509363,674.4,179.6040088639449,1604.0,0.0,205762090883.19427,412897721747.289,0.0004162234948416368,0.00020942967521932196,0.0015981785330033236,0.0004994885779928286,0.0,0.0,2283.366598196768,1748.9469311592145
q,plate,Qratio-4,ball,direct,streaming_tsqr,1e-14,trig,7,7,400,1604,841,0.3,10,"[100000.0, 100000.0, 100000.0, 100000.0, 100000.0, 100000.0, 100000.0, 100000.0, 100000.0, 100000.0]",2.0,0.0,3364.0,0.0,3.636145263334217e-15,1.352180246036575e-15,0.0,0.0,0.0007971906326260303,5.6052572715308674e-05,0.1764912388367556,0.0,0.035192119255476564,7.314236392868128e-18,0.00012581336056185417,7.185844744299006e-06,0.000789465149533111,5.6616627522830134e-05,2.4526812710401354e-07,1.2655233079066549e-07,5.574932113623201e-06,9.241310638023677e-07,0.784152997797355,0.012492778315862582,1323.4,4.7422451316743315,1604.0,0.0,98006112020540.69,1516125591784.4163,0.00011260170168901191,4.496543739783605e-06,0.0007894852937550183,5.6617037259261245e-05,1.0,0.0,2496.880845617674,5.284929026505391e-06
q,plate,Qratio-4,ridge,direct,streaming_tsqr,1e-14,trig,7,7,400,1604,841,0.3,10,"[1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12]",2.0,0.0,3364.0,0.0,3.636145263334217e-15,1.352180246036575e-15,0.0,0.0,0.0007978022467041255,5.45123577965956e-05,0.1764912388367556,0.0,0.035192119255476564,7.314236392868128e-18,0.00011756785607404985,9.054390289077486e-06,0.0007907438034431525,5.477684656011779e-05,2.4241263879061065e-07,1.1426219839581804e-07,4.241705166635575e-06,8.976598429243232e-07,0.43826568449439945,0.014670812435805118,1031.5,3.4721111093332766,1604.0,0.0,991860281897.36,7889977363.541128,0.00011050712856165502,7.144952310231795e-06,0.000790755622851573,5.4777098987344086e-05,1.0,0.0,5005.462794048656,270.95962077330523
q,plate,Qratio-4,tsvd,direct,streaming_tsqr,1e-14,trig,7,7,400,1604,841,0.3,10,"[1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12]",2.0,0.0,3364.0,0.0,3.636145263334217e-15,1.352180246036575e-15,0.0,0.0,0.0008081828826703597,4.5287269775650355e-05,0.1764912388367556,0.0,0.035192119255476564,7.314236392868128e-18,0.00011940154595368344,9.626423783777333e-06,0.000801090586920884,4.5264775077390154e-05,2.4471933387793165e-07,1.1697238098242931e-07,4.3150068639485475e-06,8.968204299656578e-07,0.44185551909322385,0.014996361670327606,1031.5,3.4721111093332766,1604.0,0.0,991860281897.36,7889977363.541128,0.00011199567098391395,7.577435001501729e-06,0.0008011026080833622,4.52657927534529e-05,0.0,0.0,5047.24446661793,398.0096873735711
q,plate,Qratio-8,ball,direct,streaming_tsqr,1e-14,trig,7,7,400,3208,841,0.3,10,"[100000.0, 1000000.0, 100000.0, 100000.0, 100000.0, 100000.0, 100000.0, 1000000.0, 1000000.0, 1000000.0]",2.0,0.0,3364.0,0.0,3.636145263334217e-15,1.352180246036575e-15,0.0,0.0,0.0007099224761707692,1.3462488407229576e-05,0.1764912388367556,0.0,0.035192119255476564,7.314236392868128e-18,0.00010450832961603185,6.245712445936217e-06,0.0007032285938385527,1.311237427200331e-05,1.6980433047384578e-07,5.3390555223023244e-08,3.248001330196163e-06,9.736391983595432e-07,1.2346771641983652,0.06411964859773966,1337.7,2.9078437983419185,1604.0,0.0,98391465413463.6,955653119824.2489,0.00010028216356249226,3.3480783264476223e-06,0.0007032366430497767,1.3115837583870776e-05,1.0,0.0,11485.658791937618,11604.46242617345
q,plate,Qratio-8,ridge,direct,streaming_tsqr,1e-14,trig,7,7,400,3208,841,0.3,10,"[1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12]",2.0,0.0,3364.0,0.0,3.636145263334217e-15,1.352180246036575e-15,0.0,0.0,0.0007015066507466064,1.6065123927862428e-05,0.1764912388367556,0.0,0.035192119255476564,7.314236392868128e-18,9.964784749299923e-05,3.6387876670052313e-06,0.0006952309050533079,1.5737540686743145e-05,1.6758270710270578e-07,5.120464896932858e-08,2.2817585705846113e-06,4.0622851989496663e-07,0.8781405785848619,0.05487465649137854,1043.7,2.9078437983419185,1604.0,0.0,992854653643.7393,4813181070.755874,9.871376727817328e-05,2.86197054319034e-06,0.0006952347346297127,1.5738601356704885e-05,1.0,0.0,4984.108864672419,170.74928505344874
q,plate,Qratio-8,tsvd,direct,streaming_tsqr,1e-14,trig,7,7,400,3208,841,0.3,10,"[1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12]",2.0,0.0,3364.0,0.0,3.636145263334217e-15,1.352180246036575e-15,0.0,0.0,0.0007060888325898837,1.5024252281653674e-05,0.1764912388367556,0.0,0.035192119255476564,7.314236392868128e-18,0.00010020331909467464,3.5683571356857384e-06,0.0006999377384376528,1.4644502602859968e-05,1.6709362324419744e-07,5.042957312364909e-08,2.3157817572555436e-06,3.287434677262611e-07,0.8810169070900884,0.05514193541967304,1043.7,2.9078437983419185,1604.0,0.0,992854653643.7393,4813181070.755874,9.908115009285477e-05,2.993812265501944e-06,0.0006999416236662742,1.4645309057876836e-05,0.0,0.0,5114.255069126205,225.48449571954575
q,plate,Qratio-16,ball,direct,streaming_tsqr,1e-14,trig,7,7,400,6416,841,0.3,10,"[1000000.0, 1000000.0, 1000000.0, 'inf', 1000000.0, 1000000.0, 1000000.0, 1000000.0, 1000000.0, 1000000.0]",2.0,0.0,3364.0,0.0,3.636145263334217e-15,1.352180246036575e-15,0.0,0.0,0.0006729740454518732,7.193723787707242e-06,0.1764912388367556,0.0,0.035192119255476564,7.314236392868128e-18,9.343012709392735e-05,1.152952322194035e-06,0.0006671593447209116,7.398179660045453e-06,1.0302672506919801e-07,5.3785813393955844e-08,1.497543291988067e-06,3.445534491405903e-07,2.1351764099963475,0.07817038010329548,1344.0,1.7638342073763937,1604.0,0.0,98220256674749.06,1028154237860.6458,9.396563437166701e-05,9.135580671004155e-07,0.0006671611070560513,7.398026577485276e-06,0.9,0.31622776601683794,29371.537456877926,13922.455773603753
