study,model,configuration,algorithm,system_backend,direct_solver,direct_rcond,manufactured_solution,activation_power,ritz_degree,N,Q,K,nu,repeats,hyperparameters,ritz_ratio_mean,ritz_ratio_std,projection_samples_mean,projection_samples_std,projection_gram_residual_mean,projection_gram_residual_std,boundary_residual_mean,boundary_residual_std,validation_score_mean,validation_score_std,parameter_covering_radius_mean,parameter_covering_radius_std,parameter_separation_mean,parameter_separation_std,u_l2_error_mean,u_l2_error_std,sigma_l2_error_mean,sigma_l2_error_std,wall_time_mean,wall_time_std,rank_mean,rank_std,columns_mean,columns_std,condition_estimate_mean,condition_estimate_std,u_h1_error_mean,u_h1_error_std,sigma_hdiv_error_mean,sigma_hdiv_error_std,constitutive_residual_mean,constitutive_residual_std,equilibrium_residual_mean,equilibrium_residual_std,coefficient_ball_active_mean,coefficient_ball_active_std,trace_residual_mean,trace_residual_std,continuous_trace_mean_mean,continuous_trace_mean_std,sigma_deviatoric_l2_error_mean,sigma_deviatoric_l2_error_std,sigma_hydrostatic_l2_error_mean,sigma_hydrostatic_l2_error_std,u_h1_exact_norm_mean,u_h1_exact_norm_std,sigma_hdiv_exact_norm_mean,sigma_hdiv_exact_norm_std,relative_u_h1_error_mean,relative_u_h1_error_std,relative_sigma_hdiv_error_mean,relative_sigma_hdiv_error_std,coefficient_norm_mean,coefficient_norm_std
order,elasticity-2d,N-200,ball,direct,streaming_tsqr,1e-14,hu_zhang,7,7,200,804,441,0.3333333333333333,10,"[10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0]",2.0,0.0,12808.0,0.0,2.8904151122909825e-15,4.932967301473589e-16,0.0,0.0,3.6154806576144445e-06,6.014315030567041e-07,0.2462568903574736,5.851389114294502e-17,0.05114860741649987,0.0,1.682049035505315e-08,3.675267767098632e-09,5.677990882440081e-07,2.2985307587909507e-07,0.23077804569911678,0.0271334778227529,894.0,7.3181661333667165,1004.0,0.0,96799802737183.55,2413658285083.976,6.410334653681626e-07,1.2197425620573759e-07,3.5562807901729228e-06,6.015340042010339e-07,7.16777580130413e-07,1.8182983588119195e-07,3.5067169216763657e-06,5.828887207673304e-07,1.0,0.0,2.9132252166164105e-14,2.4025732449058065e-14,-5.5716282282292084e-14,2.4142242092600786e-14,4.215684422715991e-07,1.7685911660506992e-07,3.779710896747441e-07,1.5352042531421129e-07,2.2836308025822403,0.0,15.004035497307717,0.0,2.807080131531362e-07,5.3412423789263085e-08,2.3702161933774765e-07,4.009148100915726e-08,315.59718561881346,0.00011961495625652264
order,elasticity-2d,N-200,ridge,direct,streaming_tsqr,1e-14,hu_zhang,7,7,200,804,441,0.3333333333333333,10,"[1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12]",2.0,0.0,12808.0,0.0,2.8904151122909825e-15,4.932967301473589e-16,0.0,0.0,3.626891188708498e-06,5.493420192396545e-07,0.2462568903574736,5.851389114294502e-17,0.05114860741649987,0.0,1.6978526026277808e-08,3.217334338690066e-09,6.015273153598877e-07,2.1346375164059348e-07,0.12722227979684247,0.016902366863480314,784.1,3.1073389830457114,1004.0,0.0,976648407129.2454,12451231617.654142,6.449517973612328e-07,1.1722143769058585e-07,3.5669580453237572e-06,5.521579555322849e-07,7.317543217586287e-07,1.747815068144406e-07,3.5116170316583653e-06,5.408644111014436e-07,1.0,0.0,1.8474111129762605e-14,1.1209673370822991e-14,-3.1011217899168386e-14,2.4055235520907458e-14,4.448344776616002e-07,1.6436957709253105e-07,4.0037130934468837e-07,1.503872302241208e-07,2.2836308025822403,0.0,15.004035497307717,0.0,2.8242384742399985e-07,5.133116857507634e-08,2.3773324489693474e-07,3.6800629779325875e-08,186.26800868197498,5.80270247671399
order,elasticity-2d,N-200,tsvd,direct,streaming_tsqr,1e-14,hu_zhang,7,7,200,804,441,0.3333333333333333,10,"[1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12]",2.0,0.0,12808.0,0.0,2.8904151122909825e-15,4.932967301473589e-16,0.0,0.0,3.812647036656156e-06,6.464622629685075e-07,0.2462568903574736,5.851389114294502e-17,0.05114860741649987,0.0,1.868687414167382e-08,4.602044191389394e-09,9.590993246221058e-07,6.345947686128192e-07,0.1285793193994323,0.01654620685761659,784.1,3.1073389830457114,1004.0,0.0,976648407129.2454,12451231617.654142,7.256135716432854e-07,1.5543421440890272e-07,3.7402915634607203e-06,6.448468211681594e-07,9.840623117444988e-07,4.3968987480254456e-07,3.584560885360896e-06,5.084157709367678e-07,0.0,0.0,2.4868995751603507e-14,1.7485062950386757e-14,-2.2548282685441735e-14,2.510716709285212e-14,7.073565328928191e-07,4.612703916822999e-07,6.426621222109955e-07,4.440342554814922e-07,2.2836308025822403,0.0,15.004035497307717,0.0,3.177455702659072e-07,6.806451123059988e-08,2.492857047780158e-07,4.297822551032147e-08,189.48048516276998,31.253673622540518
order,elasticity-2d,N-400,ball,direct,streaming_tsqr,1e-14,hu_zhang,7,7,400,1604,841,0.3333333333333333,10,"[10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0]",2.0,0.0,12808.0,0.0,4.519266716566349e-15,5.178750061387334e-16,0.0,0.0,1.7994931883470286e-07,3.064762091664053e-08,0.1764912388367556,0.0,0.035192119255476564,7.314236392868128e-18,6.989887901989989e-10,9.62223781385342e-11,2.308059976919971e-08,5.045513976382458e-09,1.323840147195733,0.03434750442165164,1628.8,8.011103405759894,2004.0,0.0,98835939403440.02,1772065380991.3955,3.757973590720459e-08,6.803009669527075e-09,1.759596136432039e-07,3.0006575123263324e-08,3.637266988744324e-08,6.21650168593217e-09,1.7439769984068691e-07,2.98506922206213e-08,1.0,0.0,2.149391775674303e-14,2.193958509460749e-14,-3.0409529061525833e-14,1.9879608087411415e-14,1.715546387344906e-08,3.792516966792756e-09,1.541136092245496e-08,3.4738264555270847e-09,2.2836308025822403,0.0,15.004035497307717,0.0,1.6456134618919528e-08,2.9790321893690083e-09,1.172748582704817e-08,1.9999003020652427e-09,223.375765842379,0.018049674837152183
order,elasticity-2d,N-400,ridge,direct,streaming_tsqr,1e-14,hu_zhang,7,7,400,1604,841,0.3333333333333333,10,"[1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-14]",2.0,0.0,12808.0,0.0,4.519266716566349e-15,5.178750061387334e-16,0.0,0.0,1.7264939638601725e-07,2.627733383622845e-08,0.1764912388367556,0.0,0.035192119255476564,7.314236392868128e-18,6.859000093202242e-10,8.250631191428654e-11,3.014135433156462e-08,7.703132854727691e-09,0.6563434275973122,0.027908518776583627,1320.5,111.27668219353056,2004.0,0.0,10339087185558.504,29546613197975.01,3.6851479720435e-08,6.0166772391814014e-09,1.686390497124127e-07,2.6050362907837903e-08,3.8666357029433966e-08,6.182892864749806e-09,1.6578140914015271e-07,2.5916684182999197e-08,1.0,0.0,1.4566126083082053e-14,1.2913081162967407e-14,-8.248783600617316e-15,2.1618868596171417e-14,2.2165565174861235e-08,6.071132061118365e-09,2.03844818408875e-08,4.932152070859637e-09,2.2836308025822403,0.0,15.004035497307717,0.0,1.6137231849721415e-08,2.6346978821523943e-09,1.1239579494641478e-08,1.7362237587689195e-09,87.1677896395377,151.4787021483026
order,elasticity-2d,N-400,tsvd,direct,streaming_tsqr,1e-14,hu_zhang,7,7,400,1604,841,0.3333333333333333,10,"[1e-12, 1e-12, 1e-14, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-14]",2.0,0.0,12808.0,0.0,4.519266716566349e-15,5.178750061387334e-16,0.0,0.0,1.793496351174668e-07,2.8280669945774077e-08,0.1764912388367556,0.0,0.035192119255476564,7.314236392868128e-18,7.826803554482966e-10,1.3392696720698691e-10,3.221794478000145e-08,8.030875677102968e-09,0.6642795134044718,0.029266692019753657,1354.3,144.88006534141726,2004.0,0.0,20202362190147.96,40510348420612.945,4.238081980011376e-08,7.859390091550062e-09,1.7424542505227442e-07,2.7440345836336536e-08,4.243670705928143e-08,7.944844803876226e-09,1.7118432788024704e-07,2.66464074692927e-08,0.0,0.0,2.7355895326763858e-14,2.8325326676611937e-14,-4.908920492319169e-15,1.834909335345991e-14,2.3132401145342132e-08,5.92234850159582e-09,2.233842201191603e-08,5.808189835224002e-09,2.2836308025822403,0.0,15.004035497307717,0.0,1.855852520126773e-08,3.4416202840945105e-09,1.1613237324287891e-08,1.828864363941311e-09,130.92168160278396,192.68273221519382
order,elasticity-2d,N-600,ball,direct,streaming_tsqr,1e-14,hu_zhang,7,7,600,2404,1225,0.3333333333333333,10,"[10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0]",2.0,0.0,12808.0,0.0,5.469445603120041e-15,7.122285415494013e-16,0.0,0.0,5.352447815107804e-08,1.2625047085338729e-08,0.13381417105864707,2.925694557147251e-17,0.024301030201147145,3.657118196434064e-18,1.6499381861125782e-10,3.547133641372835e-11,6.696672652986697e-09,1.2441869347121638e-09,4.5198627408884935,0.16492247708250743,2333.8,4.157990967870047,3004.0,0.0,99095940506002.4,624588828257.5981,1.1322374768872905e-08,1.6152772707248876e-09,5.217952355616573e-08,1.2691671105328907e-08,1.0805551307887879e-08,1.5686760606063385e-09,5.173693518749818e-08,1.2680880368027646e-08,0.9,0.31622776601683794,2.0605739337042905e-14,1.4091933338177413e-14,1.0677222994637248e-14,1.6620240398527727e-14,5.164257982201321e-09,1.0196479885755272e-09,4.205531898805507e-09,1.0256990893863916e-09,2.2836308025822403,0.0,15.004035497307717,0.0,4.958058349918036e-09,7.073285528021408e-10,3.4776992873369748e-09,8.458838362256785e-10,181.81396004538774,2.052561196792732
order,elasticity-2d,N-600,ridge,direct,streaming_tsqr,1e-14,hu_zhang,7,7,600,2404,1225,0.3333333333333333,10,"[1e-14, 1e-14, 1e-12, 1e-12, 1e-14, 1e-14, 1e-14, 1e-14, 1e-12, 1e-14]",2.0,0.0,12808.0,0.0,5.469445603120041e-15,7.122285415494013e-16,0.0,0.0,5.086569545778818e-08,8.801169639278165e-09,0.13381417105864707,2.925694557147251e-17,0.024301030201147145,3.657118196434064e-18,1.98504448726483e-10,8.104229720984806e-11,1.0137787109373686e-08,6.525143002410372e-09,1.8407947433937806,0.06615793650304902,2089.3,395.3957370646387,3004.0,0.0,69730716340781.586,47433196214041.445,1.5220623669090493e-08,7.835320964981984e-09,4.809347157501348e-08,7.049129079850445e-09,1.5033972364920887e-08,8.133739049131054e-09,4.673475920848549e-08,6.006572234807693e-09,1.0,0.0,3.0908609005564356e-14,1.65835593827858e-14,2.838181079045654e-15,2.171239845561149e-14,7.659067432279219e-09,4.754571770126374e-09,6.596664708967641e-09,4.5426146284569695e-09,2.2836308025822403,0.0,15.004035497307717,0.0,6.665098251380919e-09,3.43108043389593e-09,3.2053690877793e-09,4.698155426995172e-10,209.37782180216146,124.70982638051919
order,elasticity-2d,N-600,tsvd,direct,streaming_tsqr,1e-14,hu_zhang,7,7,600,2404,1225,0.3333333333333333,10,"[1e-14, 1e-14, 1e-12, 1e-12, 1e-14, 1e-14, 1e-14, 1e-14, 1e-12, 1e-14]",2.0,0.0,12808.0,0.0,5.469445603120041e-15,7.122285415494013e-16,0.0,0.0,5.353569193214184e-08,9.132987607926773e-09,0.13381417105864707,2.925694557147251e-17,0.024301030201147145,3.657118196434064e-18,2.2152911947452433e-10,9.617361685210821e-11,1.2174679903127555e-08,7.07585828631245e-09,1.8722897911939071,0.06737331650805325,2089.3,395.3957370646387,3004.0,0.0,69730716340781.586,47433196214041.445,1.6569748536651916e-08,8.369584363125444e-09,5.044307233693876e-08,7.212905246395795e-09,1.669045337275914e-08,8.509275948822412e-09,4.860500592843279e-08,6.289013629425501e-09,0.0,0.0,4.458655666894629e-14,2.693262644956651e-14,-3.651592916931179e-15,3.4649724170882836e-14,9.000760757378494e-09,4.896855443762171e-09,8.136613435625414e-09,5.215828245408314e-09,2.2836308025822403,0.0,15.004035497307717,0.0,7.25587889159469e-09,3.6650339247751633e-09,3.361967008541811e-09,4.807310171780157e-10,205.2569485566658,122.95774298996272
order,elasticity-2d,N-800,ball,direct,streaming_tsqr,1e-14,hu_zhang,7,7,800,3204,1681,0.3333333333333333,10,"[10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0]",2.0,0.0,12808.0,0.0,6.677704383437674e-15,7.963151979752648e-16,0.0,0.0,1.0914595816757527e-08,1.2230186345992132e-09,0.11613758025047934,0.0,0.02273987924736201,0.0,5.810772127325009e-11,8.255495566549504e-12,1.9096532067858267e-09,3.8446793797659663e-10,13.312194423400797,0.39771560996182953,3045.1,4.121757985239902,4004.0,0.0,99670939359030.73,311174558775.3992,4.258882857392626e-09,5.427218559571009e-10,1.0112045137465446e-08,1.160537383550565e-09,3.87489792080501e-09,5.457477451069712e-10,9.924511953574385e-09,1.1498175006244919e-09,0.0,0.0,3.161915174132446e-14,2.3888165450585395e-14,-2.362953582801808e-15,2.838080090342829e-14,1.3938979815295885e-09,2.499877156367786e-10,1.3009491254912914e-09,3.1295140514674116e-10,2.2836308025822403,0.0,15.004035497307717,0.0,1.864961206766368e-09,2.376574424129382e-10,6.739550262514325e-10,7.734834963292432e-11,59.66266145919583,2.3173393832970426
