model,run,N,Q,K,activation_power,ritz_degree,ritz_ratio,projection_samples,projection_gram_residual,boundary_residual,validation_score,hyperparameter_scores,parameter_covering_radius,parameter_separation,projection_seed,training_seed,system_backend,direct_solver,direct_rcond,manufactured_solution,nu,name,r_c,r_e,abs_u,abs_M,wall_time,rank,columns,condition_estimate,w_h2_error,M_hdivdiv_error,coefficient_ball_active,coefficient_norm,algorithm,hyperparameter,study,configuration
plate,3,200,804,441,7,7,2.0,2048,3.694263991912448e-15,0.0,0.015279263918007354,"{""1e-05"": 25.94413083700943, ""1e-06"": 5.361677378109434, ""1e-08"": 0.12040124309777572, ""1e-10"": 0.015279263918007354, ""1e-12"": 0.016569238873350732, ""1e-14"": 1.8367071030324522}",0.24625689035747356,0.05114860741649987,400023,400031,direct,streaming_tsqr,1e-14,trig,0.3,LS(ridge),0.0032563312972718255,0.015056069094197664,7.680197304130444e-06,0.00016224483077198425,0.09192418097518384,457,804,9960949562.1819,0.002600700724016245,0.015056943247364861,True,3089.9657153172834,ridge,1e-10,main,N-200
plate,3,200,804,441,7,7,2.0,2048,3.694263991912448e-15,0.0,0.01576493687541634,"{""1e-06"": 5.284826072674282, ""1e-08"": 0.12095182439124921, ""1e-10"": 0.01576493687541634, ""1e-12"": 0.016468728092130673, ""1e-14"": 1.7697632259757758}",0.24625689035747356,0.05114860741649987,400023,400031,direct,streaming_tsqr,1e-14,trig,0.3,LS(tsvd),0.004178332321761004,0.015477862450497926,8.297099267618695e-06,0.00023175030592488937,0.09258341597160324,457,804,9960949562.1819,0.0029891170142435095,0.015479597353963375,False,3594.339355352453,tsvd,1e-10,main,N-200
plate,4,200,804,441,7,7,2.0,2048,2.3009862049411216e-15,0.0,0.013583694661121741,"{""100.0"": 65.03079158714615, ""1000.0"": 27.95565516356092, ""10000.0"": 8.686268350708046, ""100000.0"": 0.014039976194027127, ""1000000.0"": 0.013583694661121741, ""inf"": 0.17869792447127636}",0.24625689035747356,0.05114860741649987,500023,500031,direct,streaming_tsqr,1e-14,trig,0.3,LS(ball),0.0021788203409235174,0.013449522598239316,5.211121194071263e-06,9.227781495453917e-05,0.14544679099344648,718,804,97501994417683.17,0.0019362495520677356,0.013449839155755091,True,35267.28147010205,ball,1000000.0,main,N-200
plate,4,200,804,441,7,7,2.0,2048,2.3009862049411216e-15,0.0,0.014139676808019818,"{""1e-05"": 25.42342451123326, ""1e-06"": 4.960017711019744, ""1e-08"": 0.10029469329603068, ""1e-10"": 0.014139676808019818, ""1e-12"": 0.014924104715938037, ""1e-14"": 0.22975193677088068}",0.24625689035747356,0.05114860741649987,500023,500031,direct,streaming_tsqr,1e-14,trig,0.3,LS(ridge),0.002419282942354982,0.013983031750420438,2.870267624729778e-06,0.00010694945155447184,0.07815909097553231,462,804,9976619641.278315,0.0021069241859229563,0.01398344074677094,True,3297.493993119364,ridge,1e-10,main,N-200
plate,4,200,804,441,7,7,2.0,2048,2.3009862049411216e-15,0.0,0.014024643897250022,"{""1e-06"": 5.198170883637961, ""1e-08"": 0.08480517550881353, ""1e-10"": 0.014596898762425637, ""1e-12"": 0.014024643897250022, ""1e-14"": 0.17869792447127636}",0.24625689035747356,0.05114860741649987,500023,500031,direct,streaming_tsqr,1e-14,trig,0.3,LS(tsvd),0.0022486382250158626,0.013889807847629373,5.393492569490275e-06,0.00010063694511564631,0.07916425800067373,639,804,967285310441.5098,0.001969638228540394,0.013890172419332625,False,22471.944118389347,tsvd,1e-12,main,N-200
plate,5,200,804,441,7,7,2.0,2048,3.1420327812680795e-15,0.0,0.014722649914883142,"{""100.0"": 65.41258133318134, ""1000.0"": 28.0658594580387, ""10000.0"": 8.653732428587274, ""100000.0"": 0.014722649914883142, ""1000000.0"": 0.015343276318350696, ""inf"": 0.18584803845200132}",0.24625689035747356,0.05114860741649987,600023,600031,direct,streaming_tsqr,1e-14,trig,0.3,LS(ball),0.002590891498747486,0.014568412560268557,1.0338407199516115e-05,0.00014204953735518993,0.15249570197192952,714,804,82589022266142.95,0.0021323773496679044,0.01456910507194088,True,3526.7280793040386,ball,100000.0,main,N-200
plate,5,200,804,441,7,7,2.0,2048,3.1420327812680795e-15,0.0,0.014973721431647184,"{""1e-05"": 25.596168629485383, ""1e-06"": 5.0186994486790315, ""1e-08"": 0.10532072222405608, ""1e-10"": 0.014973721431647184, ""1e-12"": 0.019143075022518382, ""1e-14"": 0.6459003421065167}",0.24625689035747356,0.05114860741649987,600023,600031,direct,streaming_tsqr,1e-14,trig,0.3,LS(ridge),0.0027694582683618356,0.014812537662648756,1.0656821214648403e-05,0.00016307517544625675,0.08124397197389044,461,804,9976877427.422102,0.0021938029864013637,0.014813435304487433,True,3064.8037002352553,ridge,1e-10,main,N-200
plate,5,200,804,441,7,7,2.0,2048,3.1420327812680795e-15,0.0,0.01353280364296313,"{""1e-06"": 5.271016846789327, ""1e-08"": 0.08457168838181735, ""1e-10"": 0.015436435648340349, ""1e-12"": 0.01353280364296313, ""1e-14"": 0.18584803845200132}",0.24625689035747356,0.05114860741649987,600023,600031,direct,streaming_tsqr,1e-14,trig,0.3,LS(tsvd),0.0023660639090090233,0.013375072900453568,1.0511892534890527e-05,0.00011085129929843386,0.08198911597719416,640,804,983827447364.8884,0.002089152785710096,0.013375532254942365,False,31074.35410069748,tsvd,1e-12,main,N-200
plate,6,200,804,441,7,7,2.0,2048,2.5890804007206838e-15,0.0,0.014284678778468287,"{""100.0"": 65.04930156778615, ""1000.0"": 28.426625918134036, ""10000.0"": 8.826797996019218, ""100000.0"": 0.014284678778468287, ""1000000.0"": 0.014957866168813764, ""inf"": 0.18155522760798806}",0.24625689035747356,0.05114860741649987,700023,700031,direct,streaming_tsqr,1e-14,trig,0.3,LS(ball),0.002673867093969166,0.014108010713538474,9.425298573454596e-06,0.0001483936797392603,0.17500740801915526,714,804,78100815661563.6,0.0022430848942919064,0.014108791123888074,True,3526.7280792612382,ball,100000.0,main,N-200
plate,6,200,804,441,7,7,2.0,2048,2.5890804007206838e-15,0.0,0.014633654105592643,"{""1e-05"": 26.640914145959336, ""1e-06"": 5.243070086333039, ""1e-08"": 0.11742409011126499, ""1e-10"": 0.014633654105592643, ""1e-12"": 0.015485669600006692, ""1e-14"": 0.501017120957536}",0.24625689035747356,0.05114860741649987,700023,700031,direct,streaming_tsqr,1e-14,trig,0.3,LS(ridge),0.0026661999511213555,0.014469068458180752,9.4083296667601e-06,0.00014269272499920586,0.09615260301507078,457,804,9970081485.723892,0.002189366678355012,0.014469772052844814,True,2989.3832504916745,ridge,1e-10,main,N-200
plate,6,200,804,441,7,7,2.0,2048,2.5890804007206838e-15,0.0,0.015392424883176273,"{""1e-06"": 5.462330564632039, ""1e-08"": 0.08894911528163015, ""1e-10"": 0.015392424883176273, ""1e-12"": 0.01551984105790856, ""1e-14"": 0.18155522760798806}",0.24625689035747356,0.05114860741649987,700023,700031,direct,streaming_tsqr,1e-14,trig,0.3,LS(tsvd),0.004205948342643225,0.015176429916521362,1.0358384082583278e-05,0.0002801537904773336,0.0965053960098885,457,804,9970081485.723892,0.0025580551056130795,0.015179015487092811,False,3124.0175939533297,tsvd,1e-10,main,N-200
plate,7,200,804,441,7,7,2.0,2048,2.16239740794611e-15,0.0,0.014149703741485808,"{""100.0"": 64.79364008778175, ""1000.0"": 28.24961990861765, ""10000.0"": 8.675798567715022, ""100000.0"": 0.014149703741485808, ""1000000.0"": 0.01651060039986965, ""inf"": 0.06427762816883592}",0.24625689035747356,0.05114860741649987,800023,800031,direct,streaming_tsqr,1e-14,trig,0.3,LS(ball),0.0021795128689908023,0.014014443010534955,4.552612604719564e-06,9.871166021412829e-05,0.18348263899679296,723,804,96918175284179.83,0.00195980236650188,0.014014790647290963,True,3526.7280792564934,ball,100000.0,main,N-200
