study,model,configuration,algorithm,system_backend,direct_solver,direct_rcond,manufactured_solution,activation_power,ritz_degree,N,Q,K,nu,repeats,hyperparameters,ritz_ratio_mean,ritz_ratio_std,projection_samples_mean,projection_samples_std,projection_gram_residual_mean,projection_gram_residual_std,boundary_residual_mean,boundary_residual_std,validation_score_mean,validation_score_std,parameter_covering_radius_mean,parameter_covering_radius_std,parameter_separation_mean,parameter_separation_std,u_l2_error_mean,u_l2_error_std,sigma_l2_error_mean,sigma_l2_error_std,wall_time_mean,wall_time_std,rank_mean,rank_std,columns_mean,columns_std,condition_estimate_mean,condition_estimate_std,u_h1_error_mean,u_h1_error_std,sigma_hdiv_error_mean,sigma_hdiv_error_std,constitutive_residual_mean,constitutive_residual_std,equilibrium_residual_mean,equilibrium_residual_std,coefficient_ball_active_mean,coefficient_ball_active_std,trace_residual_mean,trace_residual_std,continuous_trace_mean_mean,continuous_trace_mean_std,sigma_deviatoric_l2_error_mean,sigma_deviatoric_l2_error_std,sigma_hydrostatic_l2_error_mean,sigma_hydrostatic_l2_error_std,u_h1_exact_norm_mean,u_h1_exact_norm_std,sigma_hdiv_exact_norm_mean,sigma_hdiv_exact_norm_std,relative_u_h1_error_mean,relative_u_h1_error_std,relative_sigma_hdiv_error_mean,relative_sigma_hdiv_error_std,coefficient_norm_mean,coefficient_norm_std
order,elasticity-3d,N-1000,ball,direct,streaming_tsqr,1e-13,hu_zhang,7,7,1000,16016,2197,0.3333333333333333,10,"['inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf']",2.0,0.0,16384.0,0.0,7.338798414073993e-14,1.2936983975519218e-14,0.0,0.0,3.3969207472780295e-08,5.916738021182156e-09,0.282979246645076,0.0,0.04886433897061522,7.314236392868128e-18,3.5935924899711033e-11,2.066019774182694e-12,4.226877100274547e-09,1.22712724086121e-10,177.68971969319682,6.248274445523999,7553.2,19.88746115297554,9008.0,0.0,9947666565927.363,52039667856.238396,1.867381971096702e-09,1.754925851570677e-10,3.399235510825031e-08,5.903560297387052e-09,3.31132989253257e-09,1.3269117580375144e-10,3.372130727799907e-08,5.947961410091294e-09,0.0,0.0,2.948752353404416e-14,2.190359952868663e-14,-6.511458039426543e-14,2.7599412098731744e-14,3.0523620364850027e-09,1.0116646248964579e-10,2.9235606478130275e-09,8.634904089759666e-11,2.484440469088451,0.0,17.339486087476107,0.0,7.516307974897263e-10,7.063666340190332e-11,1.9604015330536336e-09,3.404691619811645e-10,38.33701234808522,0.27792750660256743
order,elasticity-3d,N-200,ball,direct,streaming_tsqr,1e-13,hu_zhang,7,7,200,3216,512,0.3333333333333333,10,"['inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf']",2.0,0.0,16384.0,0.0,4.083605092160554e-14,7.714651881808777e-15,0.0,0.0,3.4945075402176407e-07,3.2923895859826327e-07,0.6764965758027007,0.0,0.12398005292959766,2.925694557147251e-17,4.6408541347302856e-10,8.227486052408647e-11,2.0981893586425451e-07,8.863866032739357e-08,3.228397213196149,0.06980453193665302,1764.7,7.024560089033651,1808.0,0.0,9712142173191.887,242672572524.19473,1.7287771442502835e-08,3.198881351392544e-09,3.487604076434667e-07,3.295330099507583e-07,1.7033113230684371e-07,7.61433067415224e-08,2.43873171308413e-07,3.476866176709529e-07,0.0,0.0,4.618527782440651e-14,2.9248518357454305e-14,-7.365219545363288e-14,4.384734674896781e-14,1.6706652189765487e-07,7.544898763391039e-08,1.2607864976990983e-07,4.904389545332232e-08,2.484440469088451,0.0,17.339486087476107,0.0,6.958416455374267e-09,1.2875661104354109e-09,2.0113653073914797e-08,1.9004773745213364e-08,253.19500466317874,13.236287511360494
order,elasticity-3d,N-400,ball,direct,streaming_tsqr,1e-13,hu_zhang,7,7,400,6416,1000,0.3333333333333333,10,"['inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf']",2.0,0.0,16384.0,0.0,5.359811153134689e-14,8.092859942105941e-15,0.0,0.0,2.6351378066208914e-07,9.329703949065212e-08,0.4455552001875673,5.851389114294502e-17,0.07424497432503585,0.0,5.813987888125515e-11,1.0893187497694485e-11,1.1198213199403383e-08,7.224371307999412e-10,16.381453039200277,0.2823503360903263,3251.8,14.132704388521445,3608.0,0.0,9885177783894.02,86773046578.75504,2.982332445335272e-09,6.113708459769715e-10,2.6346203838858794e-07,9.331878029507686e-08,7.535122733724713e-09,8.540054709413142e-10,2.631999202234838e-07,9.339125133710829e-08,0.0,0.0,3.979039320256561e-14,3.086070326081631e-14,-3.141098492420724e-14,3.076999033203681e-14,6.884816744117356e-09,9.72267012871629e-10,8.792184807734823e-09,5.922786535693451e-10,2.484440469088451,0.0,17.339486087476107,0.0,1.2004040678139087e-09,2.4607989347447933e-10,1.519433950115051e-08,5.381865403870231e-09,64.03359054177005,2.8225091215552958
order,elasticity-3d,N-600,ball,direct,streaming_tsqr,1e-13,hu_zhang,7,7,600,9616,1331,0.3333333333333333,10,"['inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf']",2.0,0.0,16384.0,0.0,5.82670785830011e-14,8.319659426023375e-15,0.0,0.0,9.071561042007529e-08,4.1394227016331136e-08,0.33878301640137776,5.851389114294502e-17,0.06420101316924444,0.0,1.9390952069770963e-11,2.7957328763229787e-12,3.303386689317429e-09,3.3981658568198664e-10,45.16196199709957,0.35574711994279523,4696.8,14.420664185659257,5408.0,0.0,9929509455303.922,58084623316.746025,1.0603024043602163e-09,1.7264777238175536e-10,9.071295689117124e-08,4.139091729904781e-08,2.186869295355705e-09,1.673443562465971e-10,9.064353147870837e-08,4.141204453053317e-08,0.0,0.0,7.620570841027074e-14,4.447952438830277e-14,1.698918783432646e-14,5.199863603907985e-14,1.9512101850855353e-09,1.5623321823507234e-10,2.655575199015208e-09,3.8733080784517805e-10,2.484440469088451,0.0,17.339486087476107,0.0,4.2677714260114453e-10,6.949161170486824e-11,5.231582783568829e-09,2.3870901992270394e-09,50.6021383057281,0.5983203108995069
order,elasticity-3d,N-800,ball,direct,streaming_tsqr,1e-13,hu_zhang,7,7,800,12816,1728,0.3333333333333333,10,"['inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf']",2.0,0.0,16384.0,0.0,6.183074607221255e-14,6.975382429079723e-15,0.0,0.0,4.0314477068186506e-08,6.638641566788678e-09,0.3149717371407746,0.0,0.048039336777352816,7.314236392868128e-18,5.94404239076912e-11,2.1459585352652846e-12,6.90381003263945e-09,3.225968494237062e-10,99.96671872229781,0.6269661045548073,6107.9,14.632156368765335,7208.0,0.0,9968101690348.91,34878894876.42249,2.6285410528254914e-09,1.896269231359444e-10,4.0278192768462846e-08,6.640734238831652e-09,4.8194083941360715e-09,2.466655832641323e-10,3.967178321132993e-08,6.7012097426178355e-09,0.0,0.0,3.117228697391283e-14,2.1408442615465804e-14,4.7475912090533257e-14,3.423801540046332e-14,4.540768844142032e-09,1.9498722269613584e-10,5.198943534718661e-09,2.8759777635557344e-10,2.484440469088451,0.0,17.339486087476107,0.0,1.0580012222188249e-09,7.632580675419408e-11,2.3229173324551308e-09,3.8298333672230886e-10,45.43310693902615,0.3241809894866868
