model,run,N,Q,K,activation_power,ritz_degree,ritz_ratio,projection_samples,projection_gram_residual,boundary_residual,validation_score,hyperparameter_scores,parameter_covering_radius,parameter_separation,projection_seed,training_seed,system_backend,direct_solver,direct_rcond,manufactured_solution,nu,name,u_l2_error,sigma_l2_error,wall_time,rank,columns,condition_estimate,u_h1_error,sigma_hdiv_error,constitutive_residual,equilibrium_residual,coefficient_ball_active,trace_residual,continuous_trace_mean,sigma_deviatoric_l2_error,sigma_hydrostatic_l2_error,u_h1_exact_norm,sigma_hdiv_exact_norm,relative_u_h1_error,relative_sigma_hdiv_error,coefficient_norm,algorithm,hyperparameter,study,configuration
plane-stress,4,400,1604,841,7,7,2.0,12808,5.127868657958842e-15,0.0,1.1871727305762209e-07,"{""100.0"": 0.9961646595735589, ""1000.0"": 2.0205769458021613e-06, ""10000.0"": 1.1871727305762209e-07, ""100000.0"": 1.253848747226614e-07, ""1000000.0"": 1.253848747226614e-07, ""inf"": 1.253848747226614e-07}",0.1764912388367556,0.03519211925547657,500023,500031,direct,streaming_tsqr,1e-14,default,0.3333333333333333,LS(ball),5.874147809383564e-10,1.887151683800559e-08,0.6719369450001977,1624,2005,95945038713645.9,3.319733379169934e-08,1.1408407649933246e-07,3.206759256651403e-08,1.125124098174882e-07,True,nan,1.3413741159484793e-09,1.4718241763676705e-08,1.1811329609874217e-08,2.2836308025822403,11.476061856285488,1.4537084433333574e-08,9.94104754122148e-09,223.35914222490229,ball,10000.0,main,N-400
plane-stress,5,400,1604,841,7,7,2.0,12808,4.577129537964923e-15,0.0,1.593341264364437e-07,"{""100.0"": 0.9886182739053861, ""1000.0"": 2.24096452716331e-06, ""10000.0"": 1.593341264364437e-07, ""100000.0"": 1.7099970377980052e-07, ""1000000.0"": 1.7099970377980052e-07, ""inf"": 1.7099970377980052e-07}",0.1764912388367556,0.03519211925547657,600023,600031,direct,streaming_tsqr,1e-14,default,0.3333333333333333,LS(ball),6.645118981619126e-10,3.10054460457216e-08,0.7020945800031768,1618,2005,97966233786753.06,3.620974701058501e-08,1.55212524203394e-07,4.0450680055627506e-08,1.5208415428668108e-07,True,nan,-2.526897024957009e-10,2.4509239107213005e-08,1.8990389224015768e-08,2.2836308025822403,11.476061856285488,1.585621763800017e-08,1.3524894353752845e-08,223.29099935101638,ball,10000.0,main,N-400
plane-stress,6,400,1604,841,7,7,2.0,12808,5.64709083187704e-15,0.0,1.4152300692389972e-07,"{""100.0"": 0.9982672942973534, ""1000.0"": 2.307640820279363e-06, ""10000.0"": 1.4152300692389972e-07, ""100000.0"": 1.4858016156141272e-07, ""1000000.0"": 1.4858016156141272e-07, ""inf"": 1.4858016156141272e-07}",0.1764912388367556,0.03519211925547657,700023,700031,direct,streaming_tsqr,1e-14,default,0.3333333333333333,LS(ball),7.299965319277128e-10,1.7274571302472497e-08,0.6559770179883344,1619,2005,99947926659921.89,3.565878785964108e-08,1.3678588055151825e-07,3.389770611452646e-08,1.3569070087728935e-07,True,nan,2.4719043756338266e-09,1.296334184393908e-08,1.1417643448688723e-08,2.2836308025822403,11.476061856285488,1.5614953091068628e-08,1.1919235210169247e-08,223.25964860150205,ball,10000.0,main,N-400
plane-stress,7,400,1604,841,7,7,2.0,12808,4.371175249379205e-15,0.0,1.2330149807164695e-07,"{""100.0"": 1.0033144972356147, ""1000.0"": 1.6606272737334583e-06, ""10000.0"": 1.2330149807164695e-07, ""100000.0"": 1.4469122487330153e-07, ""1000000.0"": 1.4469122487330153e-07, ""inf"": 1.4469122487330153e-07}",0.1764912388367556,0.03519211925547657,800023,800031,direct,streaming_tsqr,1e-14,default,0.3333333333333333,LS(ball),5.885232874542289e-10,1.4054815372954082e-08,0.6504370889888378,1636,2005,97624084420709.19,3.038398734421604e-08,1.1951000574144336e-07,2.8666991577032022e-08,1.1868067929175329e-07,True,nan,-2.0173562403913436e-09,1.0773337508274255e-08,9.026241416040094e-09,2.2836308025822403,11.476061856285488,1.330512239975876e-08,1.04138516538221e-08,223.29496639983375,ball,10000.0,main,N-400
plane-stress,8,400,1604,841,7,7,2.0,12808,4.150352045999299e-15,0.0,2.1073188848362222e-07,"{""100.0"": 0.9916832192280781, ""1000.0"": 2.7381722743588306e-06, ""10000.0"": 2.1073188848362222e-07, ""100000.0"": 2.6543539188234854e-07, ""1000000.0"": 2.6543539188234854e-07, ""inf"": 2.6543539188234854e-07}",0.1764912388367556,0.03519211925547657,900023,900031,direct,streaming_tsqr,1e-14,default,0.3333333333333333,LS(ball),8.441672059851519e-10,2.2004080591127875e-08,0.6500646020140266,1613,2005,99842064599491.66,5.1508861634816585e-08,2.0433433237253612e-07,4.694539850167776e-08,2.0314610462292703e-07,True,nan,-1.0147779838654003e-10,1.72148389671763e-08,1.3705067748648265e-08,2.2836308025822403,11.476061856285488,2.2555687012354352e-08,1.7805265859613797e-08,223.4063572877194,ball,10000.0,main,N-400
plane-stress,9,400,1604,841,7,7,2.0,12808,4.172022782580533e-15,0.0,1.2230312067811638e-07,"{""100.0"": 0.9997399436212361, ""1000.0"": 2.516601940561298e-06, ""10000.0"": 1.2230312067811638e-07, ""100000.0"": 1.244046505175526e-07, ""1000000.0"": 1.244046505175526e-07, ""inf"": 1.244046505175526e-07}",0.1764912388367556,0.03519211925547657,1000023,1000031,direct,streaming_tsqr,1e-14,default,0.3333333333333333,LS(ball),6.815380933051411e-10,2.1426082905739586e-08,0.5534370129898889,1628,2005,99331228961783.8,3.424139900324502e-08,1.1745397070183509e-07,3.296202099531534e-08,1.1548315117342403e-07,True,nan,3.051357777561492e-10,1.555294631490899e-08,1.4737126233061347e-08,2.2836308025822403,11.476061856285488,1.4994279707790853e-08,1.0234693065679587e-08,223.2271496335001,ball,10000.0,main,N-400
plane-stress,0,600,2404,1225,7,7,2.0,12808,7.074739496517445e-15,0.0,3.6426137770228584e-08,"{""100.0"": 1.1833132236162334, ""1000.0"": 3.5686445170965643e-06, ""10000.0"": 3.6426137770228584e-08, ""100000.0"": 3.659594562851702e-08, ""1000000.0"": 3.659594562851702e-08, ""inf"": 3.659594562851702e-08}",0.13381417105864704,0.024301030201147142,100023,100031,direct,streaming_tsqr,1e-14,default,0.3333333333333333,LS(ball),1.467101783819745e-10,7.789218236371483e-09,1.7116093250078848,2324,3005,99289357881252.4,1.2586874995472682e-08,3.404129327479272e-08,1.2376630472407899e-08,3.31381611904859e-08,True,nan,2.3279518590602066e-10,5.159768726138008e-09,5.835127027459663e-09,2.2836308025822403,11.476061856285488,5.511781931317416e-09,2.966287015623583e-09,182.17414296436237,ball,10000.0,main,N-600
plane-stress,1,600,2404,1225,7,7,2.0,12808,5.280904690217139e-15,0.0,4.628752147387882e-08,"{""100.0"": 1.1923894624073008, ""1000.0"": 4.350130327121937e-06, ""10000.0"": 4.628752147387882e-08, ""100000.0"": 4.68558145009052e-08, ""1000000.0"": 4.68558145009052e-08, ""inf"": 4.68558145009052e-08}",0.13381417105864704,0.024301030201147142,200023,200031,direct,streaming_tsqr,1e-14,default,0.3333333333333333,LS(ball),1.943959037885505e-10,1.0843427234118082e-08,1.863291878005839,2314,3005,99555387668780.06,1.221566089720837e-08,4.4530940885662935e-08,1.3356045190786968e-08,4.3190563575632966e-08,True,nan,4.7665774105531966e-11,7.842797029754909e-09,7.488020361329242e-09,2.2836308025822403,11.476061856285488,5.349227591165516e-09,3.880332943767914e-09,182.20676669816467,ball,10000.0,main,N-600
plane-stress,2,600,2404,1225,7,7,2.0,12808,5.150649458875588e-15,0.0,5.2199319710513195e-08,"{""100.0"": 1.1755262102077095, ""1000.0"": 4.126814387778385e-06, ""10000.0"": 5.2199319710513195e-08, ""100000.0"": 5.514914191965221e-08, ""1000000.0"": 5.514914191965221e-08, ""inf"": 5.514914191965221e-08}",0.13381417105864704,0.024301030201147142,300023,300031,direct,streaming_tsqr,1e-14,default,0.3333333333333333,LS(ball),1.6590321545192185e-10,8.8681246098339e-09,1.9126780349906767,2321,3005,99557238192020.5,1.2020200584144141e-08,5.077055774039116e-08,1.2831063670446906e-08,4.999005800331553e-08,True,nan,-1.2886327421801624e-10,7.117532127753369e-09,5.2900255676074265e-09,2.2836308025822403,11.476061856285488,5.2636356851344664e-09,4.424040091120972e-09,182.23422253255686,ball,10000.0,main,N-600
plane-stress,3,600,2404,1225,7,7,2.0,12808,4.964145098822401e-15,0.0,6.658697310720558e-08,"{""100.0"": 1.1808857633070222, ""1000.0"": 3.538936122996672e-06, ""10000.0"": 6.658697310720558e-08, ""100000.0"": 6.658697310720558e-08, ""1000000.0"": 6.658697310720558e-08, ""inf"": 6.658697310720558e-08}",0.13381417105864704,0.024301030201147142,400023,400031,direct,streaming_tsqr,1e-14,default,0.3333333333333333,LS(ball),1.8331776442780253e-10,1.1953279266906683e-08,1.7563297370070359,2314,3005,98532972695804.58,1.2748133172095427e-08,6.535401215794292e-08,1.353619384404316e-08,6.425158379299213e-08,False,nan,-2.8742688784610948e-11,8.14249522284421e-09,8.751037468701663e-09,2.2836308025822403,11.476061856285488,5.582396750683314e-09,5.694811772223783e-09,175.51131036873036,ball,10000.0,main,N-600
plane-stress,4,600,2404,1225,7,7,2.0,12808,6.502109003185469e-15,0.0,3.57124200523309e-08,"{""100.0"": 1.1804482240555052, ""1000.0"": 3.385052730033816e-06, ""10000.0"": 3.57124200523309e-08, ""100000.0"": 3.57124200523309e-08, ""1000000.0"": 3.57124200523309e-08, ""inf"": 3.57124200523309e-08}",0.13381417105864704,0.024301030201147142,500023,500031,direct,streaming_tsqr,1e-14,default,0.3333333333333333,LS(ball),1.6018198097278877e-10,6.55924178907495e-09,1.7913856480154209,2317,3005,99521590614085.02,1.1583701274141064e-08,3.372059379178924e-08,1.1215129418872916e-08,3.3076499101678035e-08,False,nan,3.5430604283792633e-10,5.0533022554035485e-09,4.1818404038270705e-09,2.2836308025822403,11.476061856285488,5.072493005893364e-09,2.9383419341993463e-09,161.52923697102148,ball,10000.0,main,N-600
